text,intents,slots
9,,"{'number': {'value': '9', 'span': [0, 1], 'norm_value': 9}}"
what's the average duration?,['how_long'],
do you have free parking,"['request_info', 'parking']",
i want to go swimming,['swimming_pool'],
How do I ask for a refund?,"['refund', 'how', 'make_open_apply_setup_get_activate']",
What are the current overdraft limits on my Flexi current account?,"['overdraft', 'account', 'how_much', 'current', 'limits']",
"good morning, can i ask a question about my card?","['greet', 'card', 'request_info']",
"Can I make a reservation for 4 adults, 2 rooms with 2 adults in each, one with a double bed and the other with 2 single beds for 2 nights from Monday 26th of Sep please.","['booking', 'make_open_apply_setup_get_activate']","{'date_period': {'value': '2 nights', 'span': [129, 137], 'norm_values': {'type': 'relative', 'days': 2}}, 'date_from': {'value': 'Monday 26th of Sep', 'span': [143, 161], 'norm_value': {'day': 26, 'month': 9, 'year': 2022}}, 'adults': {'value': '4', 'span': [29, 30], 'norm_value': 4}, 'rooms': {'value': '2', 'span': [39, 40], 'norm_value': 2}}"
yeah there is another thing i want to talk about,['affirm'],
"if I remember correctly, my credit card got stolen on Thursday, 16th November","['credit', 'card', 'lost_stolen']","{'date': {'value': 'Thursday, 16th November', 'span': [54, 77], 'norm_value': {'day': 16, 'month': 11, 'year': 2023}}}"
I might have forgotten my wallet in the lobby,['lost_stolen'],
My payee,,
Can you send some soft drinks and 7 beers to my room at 23:00?,"['make_open_apply_setup_get_activate', 'room_service']","{'number': {'value': '7', 'span': [34, 35], 'norm_value': 7}}"
"My pin is confidential, I'm not gonna tell it to you","['pin', 'deny']",
internet,['wifi'],
"let me think, i lost it the night of the 18th",['lost_stolen'],"{'date': {'value': '18th', 'span': [41, 45], 'norm_value': {'day': 18, 'month': 3, 'year': 2022}}}"
Is there any dedicated space to also leave motorcycles overnight?,"['request_info', 'parking']","{'time_period': {'value': 'overnight', 'span': [55, 64], 'norm_values': {'type': 'absolute', 'from': {'hour': 18, 'minute': 0}, 'to': {'hour': 6, 'minute': 0}}}}"
"Room from 29th to 14th for 2 adults and one child, we need a cot bed","['make_open_apply_setup_get_activate', 'booking', 'room_ammenities']","{'date_from': {'value': '29th', 'span': [10, 14], 'norm_value': {'day': 29, 'month': 3, 'year': 2022}}, 'date_to': {'value': '14th', 'span': [18, 22], 'norm_value': {'day': 14, 'month': 4, 'year': 2022}}, 'kids': {'value': 'one', 'span': [40, 43], 'norm_value': 1}, 'adults': {'value': '2', 'span': [27, 28], 'norm_value': 2}}"
I wish to check out at your earliest convenience.,"['make_open_apply_setup_get_activate', 'check_out', 'less_lower_before']",
i dont know if i need something else,['dont_know'],
"great, then cancel the direct debit i have with Hyatt Regency Gifts","['acknowledge', 'cancel_close_leave_freeze', 'direct_debit']","{'company_name': {'value': 'Hyatt Regency Gifts', 'span': [48, 67], 'norm_value': 'Hyatt Regency Gifts'}}"
"No, I don't want to top up anything","['deny', 'transfer_payment_deposit']",
i want to pay it by card,"['transfer_payment_deposit', 'card']",
"yes, do proceed with the booking!","['affirm', 'make_open_apply_setup_get_activate', 'booking']",
when can i check in,"['when', 'check_in']",
will I get the same ISA interest rates with my new savings account if I open it by the end of this year?,"['make_open_apply_setup_get_activate', 'fees_interests', 'account', 'savings', 'request_info', 'new']","{'date': {'value': 'end of this year', 'span': [87, 103], 'norm_value': {'day': 31, 'month': 12, 'year': 2022}}}"
Can I bring my dog to the restaurant?,"['request_info', 'pets', 'restaurant']",
Absolutely.,['affirm'],
It just says that it was declined,['wrong_notworking_notshowing'],
Can I check in Sunday between 8 and 10?,"['request_info', 'check_in']","{'date': {'value': 'Sunday', 'span': [15, 21], 'norm_value': {'day': 20, 'month': 3, 'year': 2022}}, 'time_from': {'value': '8', 'span': [30, 31], 'norm_value': {'hour': 8, 'minute': 0}}, 'time_to': {'value': '10', 'span': [36, 38], 'norm_value': {'hour': 10, 'minute': 0}}}"
I can't take any appointments from the 11th to the 12 October,"['appointment', 'wrong_notworking_notshowing']","{'date_from': {'value': '11th', 'span': [39, 43], 'norm_value': {'day': 11, 'month': 4, 'year': 2022}}, 'date_to': {'value': '12 October', 'span': [51, 61], 'norm_value': {'day': 12, 'month': 10, 'year': 2022}}}"
a query about fees and interests,['fees_interests'],
"ok, bye","['acknowledge', 'end_call']",
why is there a 31.16€ transaction today at 13 50. I did some grocery shopping but I definitely didn't buy anything at santore restaurant,"['why', 'transfer_payment_deposit']","{'time': {'value': '13 50', 'span': [43, 48], 'norm_value': {'hour': 13, 'minute': 50}}, 'date': {'value': 'today', 'span': [34, 39], 'norm_value': {'day': 15, 'month': 3, 'year': 2022}}, 'amount_of_money': {'value': '31.16€', 'span': [15, 21], 'norm_value': {'amount': 31.16, 'currency': 'EUR'}}, 'company_name': {'value': 'santore restaurant', 'span': [118, 136], 'norm_value': 'santore restaurant'}}"
any upperbound on how much money I can transfer?,"['limits', 'transfer_payment_deposit', 'request_info']",
"If I lost my card, how long do I have to wait to make another withdrawal with a new or a replacement card?","['withdrawal', 'lost_stolen', 'how_long', 'new']",
"The card is new, if that matters","['card', 'new']",
"Huh, i lost my card 8 days ago.","['lost_stolen', 'card']","{'date': {'value': '8 days ago', 'span': [20, 30], 'norm_value': {'day': 7, 'month': 3, 'year': 2022}}}"
I can't find my current account number in my mobile app!,"['current', 'account', 'wrong_notworking_notshowing']",
can i get a pedicure this evening at 8,"['booking', 'spa']","{'time': {'value': '8', 'span': [37, 38], 'norm_value': {'hour': 8, 'minute': 0}}, 'date': {'value': 'this evening', 'span': [21, 33], 'norm_value': {'day': 15, 'month': 3, 'year': 2022}}}"
how much do body treatments cost?,"['how_much', 'spa']",
3,,"{'number': {'value': '3', 'span': [0, 1], 'norm_value': 3}}"
"Saturday coming, single person for 1 night",,"{'date': {'value': 'Saturday coming', 'span': [0, 15], 'norm_value': {'day': 19, 'month': 3, 'year': 2022}}, 'date_period': {'value': '1 night', 'span': [35, 42], 'norm_values': {'type': 'relative', 'days': 1}}, 'adults': {'value': 'single person', 'span': [17, 30], 'norm_value': 1}}"
"Indeed, I'd like to freeze my account starting this afternoon until next Wednesday","['cancel_close_leave_freeze', 'account', 'affirm']","{'date_from': {'value': 'this afternoon', 'span': [47, 61], 'norm_value': {'day': 15, 'month': 3, 'year': 2022}}, 'date_to': {'value': 'next Wednesday', 'span': [68, 82], 'norm_value': {'day': 23, 'month': 3, 'year': 2022}}}"
I want to perform a direct debit through the app,"['direct_debit', 'make_open_apply_setup_get_activate']",
why don't you offer massages anymore?,"['why', 'spa', 'wrong_notworking_notshowing']",
What are the restrictions on direct debit payments?,"['request_info', 'direct_debit', 'transfer_payment_deposit']",
The booking would be for 7 nights.,['booking'],"{'date_period': {'value': '7 nights', 'span': [25, 33], 'norm_values': {'type': 'relative', 'days': 7}}}"
"I want to book a room for tonight only, but it doesn't seem to work.","['make_open_apply_setup_get_activate', 'wrong_notworking_notshowing']","{'time_period': {'value': 'tonight', 'span': [26, 33], 'norm_values': {'type': 'absolute', 'from': {'hour': 18, 'minute': 0}, 'to': {'hour': 0, 'minute': 0}}}, 'rooms': {'value': 'a room', 'span': [15, 21], 'norm_value': 1}}"
it's gona be 7 people and I just want to stay tonight,,"{'people': {'value': '7', 'span': [13, 14], 'norm_value': 7}}"
when will the interest rate on my savings account increase?,"['change', 'savings', 'account', 'when', 'more_higher_after']",
without contact,['contactless'],
that's not right,['deny'],
the exact loan amount was 40000€,['loan'],"{'amount_of_money': {'value': '40000€', 'span': [26, 32], 'norm_value': {'amount': 40000.0, 'currency': 'EUR'}}}"
The WiFi signal is so bad.,"['wifi', 'wrong_notworking_notshowing']",
this was supposed to arrive 4 weeks ago,['arrival'],"{'date': {'value': '4 weeks ago', 'span': [28, 39], 'norm_value': {'day': 15, 'month': 2, 'year': 2022}}}"
"I don't want to meet anymore, all good","['cancel_close_leave_freeze', 'appointment']",
"no, I need to check in much later than that.","['deny', 'check_in', 'more_higher_after']",
don't,['deny'],
Please tell me that one more time,['repeat'],
i have doubts about my check in date,['dont_know'],
could it be next month?,['request_info'],"{'date_period': {'value': 'next month', 'span': [12, 22], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 4, 'year': 2022}, 'to': {'day': 30, 'month': 4, 'year': 2022}}}}"
Where is my next appointment?,"['appointment', 'request_info']",
What is my biggest expenditure this week,"['request_info', 'more_higher_after', 'transfer_payment_deposit']","{'date_period': {'value': 'this week', 'span': [31, 40], 'norm_values': {'type': 'absolute', 'from': {'day': 14, 'month': 3, 'year': 2022}, 'to': {'day': 20, 'month': 3, 'year': 2022}}}}"
i dont have any active standing order,"['deny', 'standing_order']",
I need to know the list of transactions on my account still pending.,"['wrong_notworking_notshowing', 'request_info', 'transfer_payment_deposit', 'account']",
"just for one day, 3 adults",,"{'date_period': {'value': 'one day', 'span': [9, 16], 'norm_values': {'type': 'relative', 'days': 1}}, 'adults': {'value': '3', 'span': [18, 19], 'norm_value': 3}}"
coming on the 8 Apr for 3 nights,,"{'date_period': {'value': '3 nights', 'span': [24, 32], 'norm_values': {'type': 'relative', 'days': 3}}, 'date_from': {'value': '8 Apr', 'span': [14, 19], 'norm_value': {'day': 8, 'month': 4, 'year': 2022}}}"
borrow money from a bank,['loan'],
until next Monday,,"{'date_to': {'value': 'next Monday', 'span': [6, 17], 'norm_value': {'day': 21, 'month': 3, 'year': 2022}}}"
"sure, anytime before 6 40 morning","['acknowledge', 'less_lower_before']","{'time': {'value': '6 40 morning', 'span': [21, 33], 'norm_value': {'hour': 6, 'minute': 40}}}"
"Yes, the payment was international","['affirm', 'international', 'transfer_payment_deposit']",
I don't have internet,"['wifi', 'wrong_notworking_notshowing']",
"I received a cheque, now what do I do?","['cheque', 'request_info']",
my loan then lasts until 22nd April 2023?,['loan'],"{'date_to': {'value': '22nd April 2023', 'span': [25, 40], 'norm_value': {'day': 22, 'month': 4, 'year': 2023}}}"
a table for my son and my wife and I for 2:55 p.m.,"['make_open_apply_setup_get_activate', 'restaurant', 'booking']","{'time': {'value': '2:55 p.m.', 'span': [41, 50], 'norm_value': {'hour': 14, 'minute': 55}}, 'kids': {'value': 'my son', 'span': [12, 18], 'norm_value': 1}, 'adults': {'value': 'my wife and I', 'span': [23, 36], 'norm_value': 2}}"
"I need a suite from the 22nd to the 6 July, breakfast included","['booking', 'make_open_apply_setup_get_activate']","{'date_from': {'value': '22nd', 'span': [24, 28], 'norm_value': {'day': 22, 'month': 3, 'year': 2022}}, 'date_to': {'value': '6 July', 'span': [36, 42], 'norm_value': {'day': 6, 'month': 7, 'year': 2022}}, 'rooms': {'value': 'a suite', 'span': [7, 14], 'norm_value': 1}}"
where is the next instalment of my student loan?,"['loan', 'request_info']",
I like to book a reservation,"['booking', 'make_open_apply_setup_get_activate']",
I honestly have no idea,['dont_know'],
when will the debit card arrive to my address?,"['debit', 'arrival', 'card', 'when']",
i have lost my debit card,"['debit', 'lost_stolen', 'card']",
This is my account,['account'],
"Yes, it is debit","['debit', 'affirm']",
"No, this is not the case",['deny'],
"hiya there, I need some info about my current booking at your place","['greet', 'request_info', 'existing', 'booking']",
"Is it possible to freeze my debit card temporarily, until June 6","['cancel_close_leave_freeze', 'debit', 'card']","{'date_to': {'value': 'June 6', 'span': [58, 64], 'norm_value': {'day': 6, 'month': 6, 'year': 2022}}}"
I need to make a transfer to arwood,"['transfer_payment_deposit', 'make_open_apply_setup_get_activate']","{'person_name': {'value': 'arwood', 'span': [29, 35], 'norm_value': 'arwood'}}"
I want to change my hotel booking,"['change', 'booking']",
"Hi, I checked out yesterday, and it seems that I lost my credit card somewhere in the room.","['greet', 'check_out', 'lost_stolen']","{'date': {'value': 'yesterday', 'span': [18, 27], 'norm_value': {'day': 14, 'month': 3, 'year': 2022}}}"
I was using my phone to do it,,
is there any extra cost for arriving earlier than check in time?,"['how_much', 'check_in', 'less_lower_before']",
I cannot open the list of recent transactions on my existing FlexiPlus account.,"['wrong_notworking_notshowing', 'account', 'transfer_payment_deposit', 'existing']",
it's a new one,['new'],
"that was super helpful, bye","['acknowledge', 'end_call']",
I forgot it,['lost_stolen'],
until the 2nd,,"{'date_to': {'value': '2nd', 'span': [10, 13], 'norm_value': {'day': 2, 'month': 4, 'year': 2022}}}"
The price was 10% lower last week!,['less_lower_before'],"{'date_period': {'value': 'last week', 'span': [24, 33], 'norm_values': {'type': 'absolute', 'from': {'day': 7, 'month': 3, 'year': 2022}, 'to': {'day': 13, 'month': 3, 'year': 2022}}}, 'number': {'value': '10', 'span': [14, 16], 'norm_value': 10}}"
What did I pay most for 2 months ago?,"['request_info', 'more_higher_after', 'transfer_payment_deposit']","{'date': {'value': '2 months ago', 'span': [24, 36], 'norm_value': {'day': 15, 'month': 1, 'year': 2022}}}"
when does the gym open,"['when', 'gym']",
I made a transfer to friend's current account but I think it hasn't arrived yet,"['wrong_notworking_notshowing', 'current', 'transfer_payment_deposit', 'account']",
What is my current max,"['how_much', 'limits', 'more_higher_after']",
already have it,['existing'],
How much interest do I pay,"['how_much', 'fees_interests']",
Can you tell me more about paying via cheques?,"['cheque', 'request_info', 'transfer_payment_deposit']",
I am doing it from my phone,,
i was the victim of fraud,,
It's international,['international'],
"I cancelled my booking 9 days ago, and still no refund...","['wrong_notworking_notshowing', 'booking', 'refund']","{'date': {'value': '9 days ago', 'span': [23, 33], 'norm_value': {'day': 6, 'month': 3, 'year': 2022}}}"
"thanks, I will be abroad","['thank', 'international']",
can you tell me last 5 transactions on my credit card?,"['request_info', 'card', 'credit', 'transfer_payment_deposit']",
Can I change some of the details of a reservation i made the other day,"['change', 'booking']",
its a savings one,['savings'],
"I have an appointment for saturday, 28 Feb 2015",['appointment'],"{'date': {'value': 'saturday, 28 Feb 2015', 'span': [26, 47], 'norm_value': {'day': 28, 'month': 2, 'year': 2015}}}"
yes amazing,['affirm'],
why did you increase your fees on transfers abroad?,"['why', 'transfer_payment_deposit', 'fees_interests', 'international', 'more_higher_after']",
What additional public transport expenses have I incurred from Jan 15th to the 16th,"['request_info', 'transfer_payment_deposit', 'more_higher_after']","{'date_from': {'value': 'Jan 15th', 'span': [63, 71], 'norm_value': {'day': 15, 'month': 1, 'year': 2023}}, 'date_to': {'value': '16th', 'span': [79, 83], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}, 'shopping_category': {'value': 'public transport', 'span': [16, 32], 'norm_value': 'public transport'}}"
What is my ultimate credit limit? I know i can set it up higher than you say on the website,"['how_much', 'limits', 'credit', 'more_higher_after']",
what time is my meeting at the branch tomorrow?,"['when', 'appointment']","{'date': {'value': 'tomorrow', 'span': [38, 46], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}}"
make a standing order for 610 dollars on the 22nd of each month,"['make_open_apply_setup_get_activate', 'standing_order']","{'date_period': {'value': '22nd of each month', 'span': [45, 63], 'norm_values': {'type': 'periodic'}}, 'amount_of_money': {'value': '610 dollars', 'span': [26, 37], 'norm_value': {'amount': 610.0, 'currency': 'USD'}}}"
i cant find it,['lost_stolen'],
October the 15th,,"{'date': {'value': 'October the 15th', 'span': [0, 16], 'norm_value': {'day': 15, 'month': 10, 'year': 2022}}}"
"Yes, my direct debit didn't go through","['affirm', 'wrong_notworking_notshowing', 'direct_debit']",
My booking is for Friday 7 January 2016,['appointment'],"{'date': {'value': 'Friday 7 January 2016', 'span': [18, 39], 'norm_value': {'day': 1, 'month': 1, 'year': 2016}}}"
I'd like to book a single room for one adult for one night on the 9th of February,"['booking', 'make_open_apply_setup_get_activate']","{'date_period': {'value': 'one night', 'span': [49, 58], 'norm_values': {'type': 'relative', 'days': 1}}, 'date_from': {'value': '9th of February', 'span': [66, 81], 'norm_value': {'day': 9, 'month': 2, 'year': 2023}}, 'adults': {'value': 'one', 'span': [35, 38], 'norm_value': 1}, 'rooms': {'value': 'a single room', 'span': [17, 30], 'norm_value': 1}}"
"That is right, it was reverted","['affirm', 'wrong_notworking_notshowing']",
how much did I spend on pharmacy 8 weeks ago,['how_much'],"{'date': {'value': '8 weeks ago', 'span': [33, 44], 'norm_value': {'day': 18, 'month': 1, 'year': 2022}}, 'shopping_category': {'value': 'pharmacy', 'span': [24, 32], 'norm_value': 'pharmacy'}}"
on August,,"{'date_period': {'value': 'August', 'span': [3, 9], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 8, 'year': 2022}, 'to': {'day': 31, 'month': 8, 'year': 2022}}}}"
What is the relation between my current balance and direct debit,"['balance', 'direct_debit', 'request_info']",
7 August until 18th August,,"{'date_from': {'value': '7 August', 'span': [0, 8], 'norm_value': {'day': 7, 'month': 8, 'year': 2022}}, 'date_to': {'value': '18th August', 'span': [15, 26], 'norm_value': {'day': 18, 'month': 8, 'year': 2022}}}"
how much does it cost,['how_much'],
How much higher than this month?,"['more_higher_after', 'how_much']","{'date_period': {'value': 'this month', 'span': [21, 31], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 3, 'year': 2022}, 'to': {'day': 31, 'month': 3, 'year': 2022}}}}"
so those are my details,,
what are the fees for the spa services,"['how_much', 'spa']",
I spent 67.27 euros from my current account this morning. What's my current balance?,"['balance', 'how_much', 'current', 'account', 'transfer_payment_deposit']","{'date': {'value': 'this morning', 'span': [44, 56], 'norm_value': {'day': 15, 'month': 3, 'year': 2022}}, 'amount_of_money': {'value': '67.27 euros', 'span': [8, 19], 'norm_value': {'amount': 67.27, 'currency': 'EUR'}}}"
when will it arrive?,"['arrival', 'when']",
2 adults and 5 infants,,"{'kids': {'value': '5', 'span': [13, 14], 'norm_value': 5}, 'adults': {'value': '2', 'span': [0, 1], 'norm_value': 2}}"
transfer 670€ in 4 days at 11 45 in the morning,"['make_open_apply_setup_get_activate', 'transfer_payment_deposit']","{'time': {'value': '11 45 in the morning', 'span': [27, 47], 'norm_value': {'hour': 11, 'minute': 45}}, 'date': {'value': 'in 4 days', 'span': [14, 23], 'norm_value': {'day': 19, 'month': 3, 'year': 2022}}, 'amount_of_money': {'value': '670€', 'span': [9, 13], 'norm_value': {'amount': 670.0, 'currency': 'EUR'}}}"
"nope, this is not the correct name of the recipient.","['deny', 'wrong_notworking_notshowing']",
would i get the loan before this Sunday,"['loan', 'request_info', 'less_lower_before']","{'date': {'value': 'this Sunday', 'span': [28, 39], 'norm_value': {'day': 20, 'month': 3, 'year': 2022}}}"
"my appointment is on Friday, October the 16th",['appointment'],"{'date': {'value': 'Friday, October the 16th', 'span': [21, 45], 'norm_value': {'day': 16, 'month': 10, 'year': 2026}}}"
Is it possible to deposit a cheque under somebody else's name?,"['request_info', 'cheque', 'transfer_payment_deposit']",
I would like a room with 2 double beds checking in February 14 to 22,"['booking', 'make_open_apply_setup_get_activate']","{'date_from': {'value': 'February 14', 'span': [51, 62], 'norm_value': {'day': 14, 'month': 2, 'year': 2023}}, 'date_to': {'value': '22', 'span': [66, 68], 'norm_value': {'day': 22, 'month': 1, 'year': 2022}}, 'rooms': {'value': 'a room', 'span': [13, 19], 'norm_value': 1}}"
"no, i havent made this","['deny', 'make_open_apply_setup_get_activate']",
How much can I withdraw from ATMs abroad?,"['how_much', 'withdrawal', 'international']",
I'm kind of check on a reservation I made one supposed for the 17th of December but I never got a confirmation code,"['existing', 'booking']","{'date_from': {'value': '17th of December', 'span': [63, 79], 'norm_value': {'day': 17, 'month': 12, 'year': 2022}}}"
I'd like to top up my card,"['card', 'make_open_apply_setup_get_activate', 'transfer_payment_deposit']",
i lost my card last Thursday,"['lost_stolen', 'card']","{'date': {'value': 'last Thursday', 'span': [15, 28], 'norm_value': {'day': 10, 'month': 3, 'year': 2022}}}"
"No, it wasn't possible to withdraw any money in Hong Kong using my old card.","['deny', 'card', 'withdrawal', 'wrong_notworking_notshowing', 'international']",
"hi, need to check my accounts","['greet', 'request_info', 'account']",
By cash,,
brand new,['new'],
I want to get an extra hairdryer,"['room_ammenities', 'make_open_apply_setup_get_activate']",
The WiFi isn't working,"['wifi', 'wrong_notworking_notshowing']",
"ok, can I just get some food to my room then","['acknowledge', 'make_open_apply_setup_get_activate', 'room_service']",
I'll be staying there from Tuesday in a week,,"{'date_from': {'value': 'Tuesday in a week', 'span': [27, 44], 'norm_value': {'day': 22, 'month': 3, 'year': 2022}}}"
what are the restaurant dinner opening hours?,"['restaurant', 'request_info']",
I want to check my balance,"['balance', 'request_info']",
I want to book a room for 4,"['booking', 'make_open_apply_setup_get_activate']","{'people': {'value': '4', 'span': [26, 27], 'norm_value': 4}, 'rooms': {'value': 'a room', 'span': [15, 21], 'norm_value': 1}}"
Can I get some food up to me please,['room_service'],
can I transfer more than 22000£ from my current account?,"['current', 'transfer_payment_deposit', 'account', 'more_higher_after']","{'amount_of_money': {'value': '22000£', 'span': [25, 31], 'norm_value': {'amount': 22000.0, 'currency': 'GBP'}}}"
"you are getting all wrong, this bot is stupid","['wrong_notworking_notshowing', 'handoff']",
2 weeks,,"{'date_period': {'value': '2 weeks', 'span': [0, 7], 'norm_values': {'type': 'relative', 'days': 14}}}"
6 kids,,"{'kids': {'value': '6', 'span': [0, 1], 'norm_value': 6}}"
good bye,['end_call'],
It was by cash,,
When have you started charging fees for keeping my savings account?,"['savings', 'when', 'fees_interests', 'account']",
a current account,"['current', 'account']",
i am not sure about that,['dont_know'],
my contactless payment was declined but my balance is positive,"['wrong_notworking_notshowing', 'transfer_payment_deposit', 'contactless', 'balance']",
A 3 night weekend stay,,"{'date_period': {'value': '3 night weekend', 'span': [2, 17], 'norm_values': {'type': 'relative', 'days': 3}}}"
There's something else I wanted to ask,['request_info'],
i don't need the business account anymore,"['cancel_close_leave_freeze', 'business', 'account']",
I am fine with an appointment any time after half past 3 night.,['appointment'],"{'time': {'value': 'half past 3 night', 'span': [45, 62], 'norm_value': {'hour': 3, 'minute': 30}}}"
I slept in a bit and will not have to check out late. Is that ok?,"['request_info', 'check_out', 'more_higher_after']",
i think its the business one,['business'],
It has to do with my overdraft,['overdraft'],
How do I take money from an ATM machine,"['withdrawal', 'how']",
how much did I spend on Snappy Snaps during the last month?,"['how_much', 'transfer_payment_deposit']","{'date_period': {'value': 'last month', 'span': [48, 58], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 2, 'year': 2022}, 'to': {'day': 28, 'month': 2, 'year': 2022}}}, 'company_name': {'value': 'Snappy Snaps', 'span': [24, 36], 'norm_value': 'Snappy Snaps'}}"
"thanks, ill be there on Thursday at 9 30 evening then",['thank'],"{'time': {'value': '9 30 evening', 'span': [36, 48], 'norm_value': {'hour': 21, 'minute': 30}}, 'date': {'value': 'Thursday', 'span': [24, 32], 'norm_value': {'day': 17, 'month': 3, 'year': 2022}}}"
"thanks, when will I get the money back?","['thank', 'refund', 'when']",
I think I have to block my card cause I can't find it for last three hours,"['card', 'cancel_close_leave_freeze', 'lost_stolen']","{'time_period': {'value': 'last three hours', 'span': [58, 74], 'norm_values': {'type': 'absolute', 'from': {'hour': 6, 'minute': 0}, 'to': {'hour': 9, 'minute': 0}}}}"
show me the payments to underground from September on,"['transfer_payment_deposit', 'request_info']","{'date_from': {'value': 'September', 'span': [41, 50], 'norm_value': {'day': 1, 'month': 9, 'year': 2022}}, 'company_name': {'value': 'underground', 'span': [24, 35], 'norm_value': 'underground'}}"
I have a room booking for Saturday 3 December and I am going to need to change the checkout date to December 12,"['change', 'existing', 'booking']","{'date_from': {'value': 'Saturday 3 December', 'span': [26, 45], 'norm_value': {'day': 3, 'month': 12, 'year': 2022}}, 'date_to': {'value': 'December 12', 'span': [100, 111], 'norm_value': {'day': 12, 'month': 12, 'year': 2022}}, 'rooms': {'value': 'a room', 'span': [7, 13], 'norm_value': 1}}"
from 26 to 29 May,,"{'date_from': {'value': '26', 'span': [5, 7], 'norm_value': {'day': 26, 'month': 1, 'year': 2022}}, 'date_to': {'value': '29 May', 'span': [11, 17], 'norm_value': {'day': 29, 'month': 5, 'year': 2022}}}"
"No, I didn't forget it","['lost_stolen', 'deny']",
how much did I already pay at anthropology this month,"['how_much', 'transfer_payment_deposit']","{'date_period': {'value': 'this month', 'span': [43, 53], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 3, 'year': 2022}, 'to': {'day': 31, 'month': 3, 'year': 2022}}}, 'company_name': {'value': 'anthropology', 'span': [30, 42], 'norm_value': 'anthropology'}}"
Why cannot I set up a direct debit payment with Monthly Pay?,"['make_open_apply_setup_get_activate', 'direct_debit', 'why', 'wrong_notworking_notshowing']","{'company_name': {'value': 'Monthly Pay', 'span': [48, 59], 'norm_value': 'Monthly Pay'}}"
"can you tell me about the details of check in please, ill be arriving around 1:40 p.m.","['request_info', 'check_in']","{'time': {'value': '1:40 p.m.', 'span': [77, 86], 'norm_value': {'hour': 13, 'minute': 40}}}"
the account already exists,"['account', 'existing']",
can we make it earlier than 18 55 afternoon?,"['less_lower_before', 'make_open_apply_setup_get_activate', 'request_info']","{'time': {'value': '18 55 afternoon', 'span': [28, 43], 'norm_value': {'hour': 18, 'minute': 55}}}"
why can't I cancel my reservation for tomorrow,"['why', 'booking', 'cancel_close_leave_freeze', 'wrong_notworking_notshowing']","{'date_from': {'value': 'tomorrow', 'span': [38, 46], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}}"
"Hi, can I get some food delivered","['room_service', 'greet']",
limit on my app,['limits'],
keep that booking under greogry for the next 24 hours please!,"['make_open_apply_setup_get_activate', 'booking']","{'time_period': {'value': 'next 24 hours', 'span': [40, 53], 'norm_values': {'type': 'absolute', 'from': {'hour': 10, 'minute': 0}, 'to': {'hour': 10, 'minute': 0}}}, 'person_name': {'value': 'greogry', 'span': [24, 31], 'norm_value': 'greogry'}}"
one kid,,"{'kids': {'value': 'one', 'span': [0, 3], 'norm_value': 1}}"
What is my overdraft limit?,"['limits', 'overdraft', 'request_info']",
Thursday 30th June,,"{'date': {'value': 'Thursday 30th June', 'span': [0, 18], 'norm_value': {'day': 30, 'month': 6, 'year': 2022}}}"
I forgot my laptop at claim jumper,['lost_stolen'],
what conditions apply to get a loan?,"['request_info', 'loan']",
My husband and I will come with our baby girl,,"{'kids': {'value': 'baby', 'span': [36, 40], 'norm_value': 1}, 'adults': {'value': 'My husband and I', 'span': [0, 16], 'norm_value': 2}}"
I want a new card,"['card', 'make_open_apply_setup_get_activate', 'new']",
i want to do it on Wednesday,['make_open_apply_setup_get_activate'],"{'date': {'value': 'Wednesday', 'span': [19, 28], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}}"
How long does it take for a new card to arrive?,"['how_long', 'card', 'arrival', 'new']",
There will be two people staying.,,"{'people': {'value': 'two', 'span': [14, 17], 'norm_value': 2}}"
two adults two kids in two days for two nights,,"{'date_period': {'value': 'two nights', 'span': [36, 46], 'norm_values': {'type': 'relative', 'days': 2}}, 'date_from': {'value': 'in two days', 'span': [20, 31], 'norm_value': {'day': 17, 'month': 3, 'year': 2022}}, 'kids': {'value': 'two', 'span': [11, 14], 'norm_value': 2}, 'adults': {'value': 'two', 'span': [0, 3], 'norm_value': 2}}"
what loans do you offer?,"['request_info', 'loan']",
i see but When will you finally enable contactless payments with Marks and Spencer?,"['when', 'make_open_apply_setup_get_activate', 'contactless', 'transfer_payment_deposit', 'acknowledge']","{'company_name': {'value': 'Marks and Spencer', 'span': [65, 82], 'norm_value': 'Marks and Spencer'}}"
confirm my reservation is under myles,"['existing', 'booking']","{'person_name': {'value': 'myles', 'span': [32, 37], 'norm_value': 'myles'}}"
Was  dentist lower this week?,"['less_lower_before', 'request_info']","{'date_period': {'value': 'this week', 'span': [19, 28], 'norm_values': {'type': 'absolute', 'from': {'day': 14, 'month': 3, 'year': 2022}, 'to': {'day': 20, 'month': 3, 'year': 2022}}}, 'shopping_category': {'value': 'dentist', 'span': [5, 12], 'norm_value': 'dentist'}}"
I already made a booking under the same name.,"['booking', 'existing']",
